Cluster Number	GeneID	Symbol	
234	53981	CPSF2	
234	51692	CPSF3	
234	10898	CPSF4	
234	642843	CPSF4L	
234	81608	FIP1L1	
234	57348	TTYH1	
234	55339	WDR33	
235	54149	C21orf91	
235	9994	CASP8AP2	
235	79571	GCC1	
235	5074	PAWR	
235	5932	RBBP8	
235	29970	SCHIP1	
235	60592	SCOC	
235	23329	TBC1D30	
236	134548	ANKRD43	
236	65124	ANKRD57	
236	118461	C10orf71	
236	10238	DCAF7	
236	9149	DYRK1B	
236	51307	FAM53C	
236	23132	RAD54L2	
236	84858	ZNF503	
237	8019	BRD3	
237	23476	BRD4	
237	55138	FAM90A1	
237	441315	FAM90A5	
237	10765	KDM5B	
237	100287045	LOC100287045	
237	64419	MTMR14	
237	342931	RFPL4A	
238	170692	ADAMTS18	
238	92949	ADAMTSL1	
238	145173	B3GALTL	
238	729	C6	
238	27092	CACNG4	
238	5199	CFP	
238	147991	DPY19L3	
238	84870	RSPO3	
239	100	ADA	
239	142686	ASB14	
239	10368	CACNG3	
239	378807	CATSPER4	
239	9926	LPGAT1	
239	728378	POTEF	
239	89866	SEC16B	
240	54363	HAO1	
240	7881	KCNAB1	
240	8514	KCNAB2	
240	9196	KCNAB3	
240	57805	KIAA1967	
240	51070	NOSIP	
240	7125	TNNC2	
241	883	CCBL1	
241	57325	CSRP2BP	
241	137392	FAM92A1	
241	51562	MBIP	
241	6871	TADA2A	
241	55689	YEATS2	
241	26009	ZZZ3	
242	1737	DLAT	
242	1738	DLD	
242	1743	DLST	
242	92259	MRPS36	
242	4967	OGDH	
242	55753	OGDHL	
242	25973	PARS2	
243	160298	C11orf42	
243	340277	C7orf46	
243	352954	GATS	
243	6643	SNX2	
243	27131	SNX5	
243	58533	SNX6	
243	79865	TREML2	
244	175	AGA	
244	3040	HBA2	
244	3043	HBB	
244	9170	LPAR2	
244	11282	MGAT4B	
244	5364	PLXNB1	
244	23676	SMPX	
245	22875	ENPP4	
245	26275	HIBCH	
245	5947	RBP1	
245	1992	SERPINB1	
245	8403	SOX14	
245	6657	SOX2	
245	11166	SOX21	
246	401563	C9orf139	
246	26471	NUPR1	
246	9200	PTPLA	
246	6406	SEMG1	
246	6407	SEMG2	
246	9390	SLC22A13	
246	118490	ZMYND17	
247	9034	CCRL2	
247	1469	CST1	
247	1470	CST2	
247	1472	CST4	
247	93107	KCNG4	
247	5606	MAP2K3	
247	5608	MAP2K6	
248	23523	CABIN1	
248	4207	LOC729991-MEF2B	
248	4205	MEF2A	
248	100271849	MEF2B	
248	4208	MEF2C	
248	4209	MEF2D	
248	254048	UBN2	
249	384	ARG2	
249	148113	CILP2	
249	4146	MATN1	
249	8785	MATN4	
249	112939	NACC1	
249	63894	VIPAR	
249	26276	VPS33B	
250	25979	DHRS7B	
250	2101	ESRRA	
250	2994	GYPB	
250	64901	RANBP17	
250	7095	SEC62	
250	57181	SLC39A10	
250	114826	SMYD4	
251	203076	C8orf74	
251	2263	FGFR2	
251	2261	FGFR3	
251	9807	IP6K1	
251	729967	MORN2	
251	79856	SNX22	
251	23190	UBXN4	
252	328	APEX1	
252	58509	C19orf29	
252	63932	CXorf56	
252	1964	EIF1AX	
252	9086	EIF1AY	
252	79786	KLHL36	
252	135138	PACRG	
253	116969	ART5	
253	1956	EGFR	
253	955	ENTPD6	
253	9860	LRIG2	
253	5445	PON2	
253	55819	RNF130	
253	10402	ST3GAL6	
254	9382	COG1	
254	22796	COG2	
254	25839	COG4	
254	10466	COG5	
254	57511	COG6	
254	91949	COG7	
254	84342	COG8	
255	126859	AXDND1	
255	6727	SRP14	
255	6728	SRP19	
255	6730	SRP68	
255	6731	SRP72	
255	6726	SRP9	
255	51605	TRMT6	
256	57102	C12orf4	
256	2187	FANCB	
256	55120	FANCL	
256	56850	GRIPAP1	
256	3570	IL6R	
256	93627	TBCK	
256	140290	TCP10L	
257	1161	ERCC8	
257	81572	PDRG1	
257	5201	PFDN1	
257	5203	PFDN4	
257	5204	PFDN5	
257	10471	PFDN6	
257	7411	VBP1	
258	80728	ARHGAP39	
258	144097	C11orf84	
258	8545	CGGBP1	
258	1616	DAXX	
258	10927	SPIN1	
258	474343	SPIN2B	
258	79693	YRDC	
259	10555	AGPAT2	
259	57820	CCNB1IP1	
259	84064	HDHD2	
259	3069	HDLBP	
259	3007	HIST1H1D	
259	5378	PMS1	
259	389114	ZNF662	
260	60509	AGBL5	
260	114787	GPRIN1	
260	4258	MGST2	
260	9943	OXSR1	
260	285613	RELL2	
260	27347	STK39	
260	7580	ZNF32	
261	6366	CCL21	
261	2746	GLUD1	
261	2747	GLUD2	
261	84861	KLHL22	
261	55958	KLHL9	
261	84271	POLDIP3	
261	91179	SCARF2	
262	83638	C11orf68	
262	7812	CSDE1	
262	79760	GEMIN7	
262	55323	LARP6	
262	11171	STRAP	
262	7247	TSN	
262	57169	ZNFX1	
263	10061	ABCF2	
263	10768	AHCYL1	
263	23382	AHCYL2	
263	220965	FAM13C	
263	3225	HOXC9	
263	23024	PDZRN3	
263	5308	PITX2	
264	128710	C20orf94	
264	2067	ERCC1	
264	80198	MUS81	
264	79008	SLX1B	
264	84464	SLX4	
264	7507	XPA	
264	9849	ZNF518A	
265	51208	CLDN18	
265	58478	ENOPH1	
265	84706	GPT2	
265	2953	GSTT2	
265	9692	KIAA0391	
265	117145	THEM4	
265	6293	VPS52	
266	123688	AGPHD1	
266	84520	C14orf142	
266	79140	CCDC28B	
266	8270	LAGE3	
266	55644	OSGEP	
266	112858	TP53RK	
266	51002	TPRKB	
267	286676	ILDR1	
267	83737	ITCH	
267	9766	KIAA0247	
267	4734	NEDD4	
267	23327	NEDD4L	
267	79057	PRRG3	
267	11059	WWP1	
268	29890	RBM15B	
268	29803	REPIN1	
268	6418	SET	
268	373	TRIM23	
268	64061	TSPYL2	
268	51314	TXNDC3	
268	79894	ZNF672	
269	79173	C19orf57	
269	11124	FAF1	
269	10516	FBLN5	
269	8648	NCOA1	
269	5546	PRCC	
269	84076	TKTL2	
269	151112	ZSWIM2	
270	10225	CD96	
270	136227	EMID2	
270	54958	TMEM160	
270	220001	VWCE	
270	100131017	ZNF316	
270	7625	ZNF74	
270	7554	ZNF8	
271	27236	ARFIP1	
271	23647	ARFIP2	
271	55568	GALNT10	
271	27076	LYPD3	
271	57157	PHTF2	
271	91869	RFT1	
271	254428	SLC41A1	
272	116985	ARAP1	
272	23607	CD2AP	
272	23616	SH3BP1	
272	30011	SH3KBP1	
272	26228	STAP1	
272	8871	SYNJ2	
272	389856	USP27X	
273	753	C18orf1	
273	23072	HECW1	
273	4087	SMAD2	
273	4088	SMAD3	
273	57154	SMURF1	
273	23111	SPG20	
273	9372	ZFYVE9	
274	8660	IRS2	
274	5290	PIK3CA	
274	5291	PIK3CB	
274	5293	PIK3CD	
274	5295	PIK3R1	
274	5296	PIK3R2	
274	8503	PIK3R3	
275	79839	CCDC102B	
275	55785	FGD6	
275	25970	SH2B1	
275	6897	TARS	
275	7082	TJP1	
275	7494	XBP1	
275	90441	ZNF622	
276	9895	TECPR2	
276	9392	TGFBRAP1	
276	55823	VPS11	
276	64601	VPS16	
276	57617	VPS18	
276	65082	VPS33A	
276	27072	VPS41	
277	80184	CEP290	
277	26071	FAM127B	
277	441518	FAM127C	
277	9657	IQCB1	
277	23641	LDOC1	
277	23089	PEG10	
277	8239	USP9X	
278	55070	DET1	
278	2115	ETV1	
278	2119	ETV5	
278	4783	NFIL3	
278	64326	RFWD2	
278	83931	STK40	
278	57761	TRIB3	
279	491	ATP2B2	
279	492	ATP2B3	
279	493	ATP2B4	
279	1555	CYP2B6	
279	23556	PIGN	
279	64418	TMEM168	
279	1861	TOR1A	
280	55741	EDEM2	
280	57795	FAM5B	
280	129804	FBLN7	
280	57665	RDH14	
280	124565	SLC38A10	
280	51061	TXNDC11	
280	127933	UHMK1	
281	285973	ATG9B	
281	3021	H3F3B	
281	11127	KIF3A	
281	9371	KIF3B	
281	3797	KIF3C	
281	9258	MFHAS1	
281	5550	PREP	
282	138199	C9orf41	
282	94059	LENG9	
282	9053	MAP7	
282	4306	NR3C2	
282	11097	NUPL2	
282	161753	ODF3L1	
282	7597	ZBTB25	
283	163183	C19orf46	
283	3799	KIF5B	
283	3800	KIF5C	
283	3831	KLC1	
283	64837	KLC2	
283	147700	KLC3	
283	89953	KLC4	
284	128239	IQGAP3	
284	4628	MYH10	
284	79784	MYH14	
284	4634	MYL3	
284	4637	MYL6	
284	140465	MYL6B	
284	5902	RANBP1	
285	9411	ARHGAP29	
285	1297	COL9A1	
285	84502	JPH4	
285	4651	MYO10	
285	54776	PPP1R12C	
285	7319	UBE2A	
285	7320	UBE2B	
286	2294	FOXF1	
286	3383	ICAM1	
286	9	NAT1	
286	84618	NT5C1A	
286	25961	NUDT13	
286	5189	PEX1	
286	23678	SGK3	
287	55007	FAM118A	
287	84067	FAM160A2	
287	57700	FAM160B1	
287	4217	MAP3K5	
287	4763	NF1	
287	9091	PIGQ	
287	10673	TNFSF13B	
288	635	BHMT	
288	23743	BHMT2	
288	1510	CTSE	
288	9107	MTMR6	
288	9108	MTMR7	
288	55613	MTMR8	
288	66036	MTMR9	
289	25909	AHCTF1	
289	55862	ECHDC1	
289	3239	HOXD13	
289	3598	IL13RA2	
289	114971	PTPMT1	
289	79085	SLC25A23	
289	9399	STOML1	
290	54796	BNC2	
290	400916	CHCHD10	
290	645345	CHCHD2P9	
290	84922	FIZ1	
290	51621	KLF13	
290	23495	TNFRSF13B	
290	80829	ZFP91	
291	1869	E2F1	
291	1870	E2F2	
291	1871	E2F3	
291	1874	E2F4	
291	1875	E2F5	
291	7029	TFDP2	
291	51270	TFDP3	
292	9857	CEP350	
292	83992	CTTNBP2	
292	57464	FAM40B	
292	5516	PPP2CB	
292	55012	PPP2R3C	
292	78994	PRR14	
292	80342	TRAF3IP3	
293	4287	ATXN3	
293	56521	DNAJC12	
293	112479	ERI2	
293	6517	SLC2A4	
293	8801	SUCLG2	
293	387990	TOMM20L	
293	7166	TPH1	
294	2804	GOLGB1	
294	11018	TMED1	
294	10972	TMED10	
294	10959	TMED2	
294	23423	TMED3	
294	222068	TMED4	
294	50999	TMED5	
295	224	ALDH3A2	
295	284369	C19orf75	
295	1910	EDNRB	
295	222223	KIAA1324L	
295	23041	MON2	
295	54970	TTC12	
295	23355	VPS8	
296	51490	C9orf114	
296	85403	EAF1	
296	80237	ELL3	
296	55277	FGGY	
296	23379	KIAA0947	
296	123036	TC2N	
296	10208	USPL1	
297	55069	C7orf42	
297	9780	FAM38A	
297	196294	IMMP1L	
297	339983	NAT8L	
297	83891	SNX25	
297	10098	TSPAN5	
297	340481	ZDHHC21	
298	144577	C12orf66	
298	9681	DEPDC5	
298	55846	ITFG2	
298	23334	KIAA0467	
298	11133	KPTN	
298	155435	RBM33	
298	255104	TMCO4	
299	126074	C19orf39	
299	23514	KIAA0146	
299	64745	METTL17	
299	8399	PLA2G10	
299	7481	WNT11	
299	51384	WNT16	
299	125150	ZSWIM7	
300	1021	CDK6	
300	1029	CDKN2A	
300	1030	CDKN2B	
300	1032	CDKN2D	
300	254228	FAM26E	
300	23101	MCF2L2	
300	55284	UBE2W	
301	808	CALM3	
301	57118	CAMK1D	
301	57172	CAMK1G	
301	945	CD33	
301	2798	GNRHR	
301	54814	QPCTL	
302	374986	FAM73A	
302	8925	HERC1	
302	23255	KIAA0802	
302	81789	TIGD6	
302	148254	ZNF555	
302	51276	ZNF571	
303	593	BCKDHA	
303	594	BCKDHB	
303	11238	CA5B	
303	1629	DBT	
303	1892	ECHS1	
303	152926	PPM1K	
304	2733	GLE1	
304	10482	NXF1	
304	56001	NXF2	
304	29107	NXT1	
304	56977	STOX2	
304	81839	VANGL1	
305	10498	CARM1	
305	1265	CNN2	
305	1266	CNN3	
305	2118	ETV4	
305	90861	HN1L	
305	148022	TICAM1	
306	23639	LRRC6	
306	23239	PHLPP1	
306	23035	PHLPP2	
306	7398	USP1	
306	64854	USP46	
306	57599	WDR48	
307	10399	GNB2L1	
307	113251	LARP4	
307	23185	LARP4B	
307	4288	MKI67	
307	57690	TNRC6C	
307	55062	WIPI1	
308	10257	ABCC4	
308	51348	KLRF1	
308	7905	REEP5	
308	92840	REEP6	
308	51136	RNFT1	
308	113178	SCAMP4	
309	104	ADARB1	
309	976	CD97	
309	30817	EMR2	
309	23530	NNT	
309	54872	PIGG	
309	2030	SLC29A1	
310	286257	C9orf142	
310	26007	DAK	
310	132141	IQCF1	
310	55690	PACS1	
310	22846	VASH1	
310	55055	ZWILCH	
311	23272	C3orf63	
311	80004	ESRP2	
311	92906	HNRPLL	
311	55695	NSUN5	
311	254295	PHYHD1	
311	6926	TBX3	
312	66037	BOLL	
312	166979	CDC20B	
312	81691	LOC81691	
312	55686	MREG	
312	79876	UBA5	
312	51506	UFC1	
313	338809	C12orf74	
313	284184	C17orf89	
313	51727	CMPK1	
313	2650	GCNT1	
313	57606	SLAIN2	
313	54902	TTC19	
314	1209	CLPTM1	
314	3290	HSD11B1	
314	3767	KCNJ11	
314	146852	ODF4	
314	7009	TMBIM6	
314	79054	TRPM8	
315	53947	A4GALT	
315	836	CASP3	
315	91687	CENPL	
315	22858	ICK	
315	3554	IL1R1	
315	10559	SLC35A1	
316	57584	ARHGAP21	
316	57636	ARHGAP23	
316	401251	C6orf26	
316	1495	CTNNA1	
316	1496	CTNNA2	
316	1499	CTNNB1	
317	10123	ARL4C	
317	23142	DCUN1D4	
317	254170	FBXO33	
317	56655	POLE4	
317	5890	RAD51L1	
317	5892	RAD51L3	
318	604	BCL6	
318	55739	CARKD	
318	10529	NEBL	
318	5251	PHEX	
318	9374	PPT2	
318	253512	SLC25A30	
319	865	CBFB	
319	55246	CCDC25	
319	100528064	NEDD8-MDP1	
319	81034	SLC25A32	
319	9552	SPAG7	
319	54558	SPATA6	
320	1967	EIF2B1	
320	8892	EIF2B2	
320	8891	EIF2B3	
320	8890	EIF2B4	
320	8893	EIF2B5	
320	23596	OPN3	
321	116151	C20orf108	
321	51009	DERL2	
321	8445	DYRK2	
321	25840	METTL7A	
321	6252	RTN1	
321	10280	SIGMAR1	
322	54840	APTX	
322	572	BAD	
322	596	BCL2	
322	598	BCL2L1	
322	10018	BCL2L11	
322	23244	PDS5A	
323	55108	BSDC1	
323	25994	HIGD1A	
323	3175	ONECUT1	
323	4919	ROR1	
323	5275	SERPINB13	
323	51100	SH3GLB1	
324	64853	AIDA	
324	494143	CHAC2	
324	79180	EFHD2	
324	23403	FBXO46	
324	79187	FSD1	
324	145864	HAPLN3	
325	89890	KBTBD6	
325	84078	KBTBD7	
325	84541	KBTBD8	
325	114818	KLHL29	
325	79863	RBFA	
325	7551	ZNF3	
326	705	BYSL	
326	1662	DDX10	
326	84946	LTV1	
326	5073	PARN	
326	153443	SRFBP1	
326	55720	TSR1	
327	1054	CEBPG	
327	84444	DOT1L	
327	51454	GULP1	
327	4302	MLLT6	
327	151648	SGOL1	
327	84872	ZC3H10	
328	8754	ADAM9	
328	1444	CSHL1	
328	128822	CST9	
328	2277	FIGF	
328	23105	FSTL4	
328	23352	UBR4	
329	334	APLP2	
329	2734	GLG1	
329	26085	KLK13	
329	3817	KLK2	
329	5328	PLAU	
329	5270	SERPINE2	
330	629	CFB	
330	1610	DAO	
330	2944	GSTM1	
330	4831	NME2	
330	55652	SLC48A1	
330	80305	TRABD	
331	25852	ARMC8	
331	79018	C17orf39	
331	2668	GDNF	
331	10296	MAEA	
331	4289	MKLN1	
331	6423	SFRP2	
332	81611	ANP32E	
332	9557	CHD1L	
332	3015	H2AFZ	
332	255626	HIST1H2BA	
332	6596	HLTF	
332	9678	PHF14	
333	9573	GDF3	
333	2819	GPD1	
333	23171	GPD1L	
333	3419	IDH3A	
333	3420	IDH3B	
333	3421	IDH3G	
334	10409	BASP1	
334	91408	BTF3L4	
334	144402	CPNE8	
334	1601	DAB2	
334	115548	FCHO2	
334	284427	SLC25A41	
335	10554	AGPAT1	
335	54491	FAM105A	
335	221061	FAM171A1	
335	80207	OPA3	
335	10535	RNASEH2A	
335	608	TNFRSF17	
336	285596	FAM153A	
336	202134	FAM153B	
336	653316	FAM153C	
336	439996	IFIT1B	
336	4130	MAP1A	
336	6879	TAF7	
337	2583	B4GALNT1	
337	131566	DCBLD2	
337	138311	FAM69B	
337	3109	HLA-DMB	
337	3140	MR1	
337	79867	TCTN2	
338	6358	CCL14	
338	64866	CDCP1	
338	143888	KDELC2	
338	3953	LEPR	
338	57622	LRFN1	
338	64856	VWA1	
339	23300	ATMIN	
339	92291	CAPN13	
339	11083	DIDO1	
339	9667	SAFB2	
339	7536	SF1	
339	23211	ZC3H4	
340	22807	IKZF2	
340	22806	IKZF3	
340	64375	IKZF4	
340	64376	IKZF5	
340	79811	SLTM	
340	85460	ZNF518B	
341	51250	C6orf203	
341	27132	CPNE7	
341	253738	EBF3	
341	58475	MS4A7	
341	7343	UBTF	
341	131540	ZDHHC19	
342	8854	ALDH1A2	
342	122945	C14orf148	
342	64135	IFIH1	
342	9019	MPZL1	
342	116441	TM4SF18	
342	157378	TMEM65	
343	55971	BAIAP2L1	
343	56987	BBX	
343	50488	MINK1	
343	84939	MUM1	
343	59338	PLEKHA1	
343	23645	PPP1R15A	
344	23357	ANGEL1	
344	1977	EIF4E	
344	1978	EIF4EBP1	
344	1979	EIF4EBP2	
344	56478	EIF4ENIF1	
344	8672	EIF4G3	
345	283129	C11orf85	
345	400793	C1orf226	
345	51233	C22orf43	
345	1417	CRYBB3	
345	5347	PLK1	
345	133619	PRRC1	
346	54	ACP5	
346	63948	DMRTB1	
346	51478	HSD17B7	
346	80311	KLHL15	
346	22998	LIMCH1	
346	51633	OTUD6B	
347	135398	C6orf141	
347	1832	DSP	
347	144455	E2F7	
347	23515	MORC3	
347	23007	PLCH1	
347	23381	SMG5	
348	80308	FLAD1	
348	29999	FSCN3	
348	11146	GLMN	
348	55260	TMEM143	
348	90809	TMEM55B	
348	57688	ZSWIM6	
349	55729	ATF7IP	
349	120534	C11orf46	
349	84063	KIRREL2	
349	4126	MANBA	
349	5020	OXT	
349	7428	VHL	
350	51451	LCMT1	
350	51400	PPME1	
350	5524	PPP2R4	
350	151987	PPP4R2	
350	55671	SMEK1	
350	57223	SMEK2	
351	205428	C3orf58	
351	29926	GMPPA	
351	29925	GMPPB	
351	64083	GOLPH3	
351	55204	GOLPH3L	
351	10196	PRMT3	
352	157313	CDCA2	
352	3838	KPNA2	
352	3837	KPNB1	
352	9972	NUP153	
352	10762	NUP50	
352	8732	RNGTT	
353	9826	ARHGEF11	
353	9181	ARHGEF2	
353	165055	CCDC138	
353	55604	LRRC16A	
353	57144	PAK7	
353	90850	ZNF598	
354	54805	CNNM2	
354	26504	CNNM4	
354	79631	EFTUD1	
354	26167	PCDHB5	
354	8073	PTP4A2	
354	11156	PTP4A3	
355	55957	LIN37	
355	91750	LIN52	
355	132660	LIN54	
355	286826	LIN9	
355	4603	MYBL1	
355	4605	MYBL2	
356	571	BACH1	
356	58487	CREBZF	
356	26263	FBXO22	
356	4097	MAFG	
356	7975	MAFK	
356	9603	NFE2L3	
357	27329	ANGPTL3	
357	57448	BIRC6	
357	84077	C3orf20	
357	92002	FAM58A	
357	644619	INTS4L2	
357	55757	UGGT2	
358	3171	FOXA3	
358	10657	KHDRBS1	
358	202559	KHDRBS2	
358	10656	KHDRBS3	
358	5595	MAPK3	
358	6483	ST3GAL2	
359	2069	EREG	
359	3956	LGALS1	
359	5175	PECAM1	
359	5867	RAB4A	
359	27036	SIGLEC7	
359	112840	WDR89	
360	2631	GBAS	
360	3996	LLGL1	
360	50855	PARD6A	
360	84612	PARD6B	
360	5590	PRKCZ	
360	23286	WWC1	
361	140460	ASB7	
361	116328	C8orf34	
361	55748	CNDP2	
361	79618	HMBOX1	
361	55282	LRRC36	
361	51072	MEMO1	
362	57572	DOCK6	
362	81704	DOCK8	
362	23143	LRCH1	
362	57631	LRCH2	
362	84859	LRCH3	
362	4034	LRCH4	
363	79658	ARHGAP10	
363	23092	ARHGAP26	
363	25966	C2CD2	
363	4983	OPHN1	
363	26056	RAB11FIP5	
363	6397	SEC14L1	
364	79174	CRELD2	
364	51202	DDX47	
364	2160	F11	
364	2155	F7	
364	10874	NMU	
364	8838	WISP3	
365	64506	CPEB1	
365	1478	CSTF2	
365	23283	CSTF2T	
365	1479	CSTF3	
365	254042	METAP1D	
365	8189	SYMPK	
366	59344	ALOXE3	
366	148870	CCDC27	
366	80267	EDEM3	
366	11010	GLIPR1	
366	283385	MORN3	
366	79776	ZFHX4	
367	118	ADD1	
367	119	ADD2	
367	147463	ANKRD29	
367	4115	MAGEB4	
367	6093	ROCK1	
367	9475	ROCK2	
368	4514	COX3	
368	1902	LPAR1	
368	55298	RNF121	
368	10066	SCAMP2	
368	54733	SLC35F2	
368	144404	TMEM120B	
369	255057	C19orf26	
369	782	CACNB1	
369	783	CACNB2	
369	784	CACNB3	
369	785	CACNB4	
369	10948	STARD3	
370	9546	APBA3	
370	132001	C3orf31	
370	4799	NFX1	
370	5161	PDHA2	
370	51735	RAPGEF6	
370	286205	SCAI	
371	1793	DOCK1	
371	1795	DOCK3	
371	9732	DOCK4	
371	9844	ELMO1	
371	63916	ELMO2	
371	79767	ELMO3	
372	7988	ZNF212	
372	8427	ZNF282	
372	57541	ZNF398	
372	155061	ZNF746	
372	27153	ZNF777	
372	100289678	ZNF783	
373	389799	C9orf171	
373	4534	MTM1	
373	4591	TRIM37	
373	7278	TUBA3C	
373	171017	ZNF384	
373	162963	ZNF610	
374	823	CAPN1	
374	826	CAPNS1	
374	831	CAST	
374	83692	CD99L2	
374	6100	RP9	
374	9320	TRIP12	
375	1353	COX11	
375	8904	CPNE1	
375	197258	FUK	
375	57189	KIAA1147	
375	11012	KLK11	
375	25818	KLK5	
376	9770	RASSF2	
376	60485	SAV1	
376	6788	STK3	
376	6789	STK4	
376	147923	ZNF420	
376	57116	ZNF695	
377	401115	C4orf48	
377	84034	EMILIN2	
377	126433	FBXO27	
377	4745	NELL1	
377	79979	TRMT2B	
377	339324	ZNF260	
378	54862	CC2D1A	
378	1410	CRYAB	
378	3315	HSPB1	
378	126393	HSPB6	
378	57523	NYNRIN	
378	81929	SEH1L	
379	79947	DHDDS	
379	27086	FOXP1	
379	93986	FOXP2	
379	50943	FOXP3	
379	116113	FOXP4	
379	116150	NUS1	
380	56125	PCDHB11	
380	56124	PCDHB12	
380	56123	PCDHB13	
380	56129	PCDHB7	
380	55219	TMEM57	
380	90313	TP53I13	
381	3123	HLA-DRB1	
381	3125	HLA-DRB3	
381	3127	HLA-DRB5	
381	54928	IMPAD1	
381	100294276	LOC100294276	
381	100507714	LOC100507714	
382	51706	CYB5R1	
382	747	DAGLA	
382	57192	MCOLN1	
382	255231	MCOLN2	
382	55283	MCOLN3	
382	80055	PGAP1	
383	3283	HSD3B1	
383	3284	HSD3B2	
383	3954	LETM1	
383	10607	TBL3	
383	7153	TOP2A	
383	134430	WDR36	
384	859	CAV3	
384	80152	CENPT	
384	79649	MAP7D3	
384	65055	REEP1	
384	51308	REEP2	
384	10040	TOM1L1	
385	1101	CHAD	
385	10695	CNPY3	
385	245812	CNPY4	
385	4969	OGN	
385	127435	PODN	
385	139065	SLITRK4	
386	11273	ATXN2L	
386	10146	G3BP1	
386	9908	G3BP2	
386	124801	LSM12	
386	57532	NUFIP2	
386	9100	USP10	
387	54812	AFTPH	
387	55435	AP1AR	
387	164	AP1G1	
387	8905	AP1S2	
387	54497	HEATR5B	
387	11276	SYNRG	
388	729085	FAM198A	
388	338376	IFNE	
388	9907	KIAA0415	
388	147719	LYPD4	
388	84033	OBSCN	
388	55229	PANK4	
389	29974	A1CF	
389	23600	AMACR	
389	414318	C9orf106	
389	84262	PSMG3	
389	389362	PSMG4	
389	145946	SPATA8	
390	54708	MARCH5	
390	113201	CASC4	
390	55218	EXD2	
390	54762	GRAMD1C	
390	65983	GRAMD3	
390	9813	KIAA0494	
391	23253	ANKRD12	
391	348013	FAM70B	
391	56992	KIF15	
391	54852	PAQR5	
391	9796	PHYHIP	
391	9353	SLIT2	
392	3434	IFIT1	
392	3446	IFNA10	
392	3467	IFNW1	
392	282617	IL28B	
392	9636	ISG15	
392	10188	TNK2	
393	79577	CDC73	
393	9646	CTR9	
393	123169	LEO1	
393	29116	MYLIP	
393	54623	PAF1	
393	7288	TULP2	
394	9077	DIRAS3	
394	9637	FEZ2	
394	25938	HEATR5A	
394	221458	KIF6	
394	8028	MLLT10	
394	64089	SNX16	
395	219	ALDH1B1	
395	51601	LIPT1	
395	4775	NFATC3	
395	5017	OVOL1	
395	8800	PEX11A	
395	51684	SUFU	
396	10681	GNB5	
396	25766	PRPF40B	
396	58517	RBM25	
396	9628	RGS6	
396	6000	RGS7	
396	8787	RGS9	
397	60401	EDA2R	
397	84127	RUNDC2A	
397	92017	SNX29	
397	10010	TANK	
397	7185	TRAF1	
397	7189	TRAF6	
398	8317	CDC7	
398	10926	DBF4	
398	80174	DBF4B	
398	4131	MAP1B	
398	55201	MAP1S	
398	10201	NME6	
399	79969	ATAT1	
399	79738	BBS10	
399	256364	EML3	
399	80119	PIF1	
399	84881	RPUSD4	
399	10534	SSSCA1	
400	11119	BTN3A1	
400	11118	BTN3A2	
400	10384	BTN3A3	
400	23731	C9orf5	
400	441058	MGC39584	
400	5194	PEX13	
401	23587	C17orf81	
401	54859	C3orf75	
401	26610	ELP4	
401	51268	PIPOX	
401	7764	ZNF217	
401	51193	ZNF639	
402	64793	CEP85	
402	6656	SOX1	
402	6664	SOX11	
402	9580	SOX13	
402	6660	SOX5	
402	55553	SOX6	
403	23177	CEP68	
403	4026	LPP	
403	9404	LPXN	
403	130271	PLEKHH2	
403	9050	PSTPIP2	
403	23528	ZNF281	
404	55224	ETNK2	
404	8766	RAB11A	
404	9230	RAB11B	
404	22841	RAB11FIP2	
404	57111	RAB25	
404	9467	SH3BP5	
405	310	ANXA7	
405	9113	LATS1	
405	26524	LATS2	
405	92597	MOBKL1A	
405	55233	MOBKL1B	
405	11329	STK38	
406	285148	IAH1	
406	83549	UCK1	
406	7371	UCK2	
406	54963	UCKL1	
406	139596	UPRT	
406	57176	VARS2	
407	168455	FLJ36031	
407	55502	HES6	
407	50674	NEUROG3	
407	9423	NTN1	
407	7011	TEP1	
407	163227	ZNF100	
408	23274	CLEC16A	
408	374659	HDDC3	
408	79596	RNF219	
408	117178	SSX2IP	
408	49856	WDR8	
408	49876	WRAP73	
409	187	APLNR	
409	472	ATM	
409	80185	C8orf41	
409	84804	MFSD9	
409	4968	OGG1	
409	9197	SLC33A1	
410	8659	ALDH4A1	
410	23479	ISCU	
410	91694	LONRF1	
410	4200	ME2	
410	55544	RBM38	
410	202915	TMEM184A	
411	56913	C1GALT1	
411	1800	DPEP1	
411	60481	ELOVL5	
411	7107	GPR137B	
411	23397	NCAPH	
411	10592	SMC2	
412	54942	C9orf6	
412	25776	CBY1	
412	150962	PUS10	
412	57551	TAOK1	
412	9344	TAOK2	
412	22882	ZHX2	
413	8323	FZD6	
413	3098	HK1	
413	3099	HK2	
413	3101	HK3	
413	80201	HKDC1	
413	10748	KLRAP1	
414	57213	C13orf1	
414	285555	C4orf37	
414	51241	COX16	
414	11313	LYPLA2	
414	60506	NYX	
414	134549	SHROOM1	
415	7813	EVI5	
415	401145	FAM190A	
415	54462	FAM190B	
415	81565	NDEL1	
415	203427	SLC25A43	
415	81786	TRIM7	
416	30820	KCNIP1	
416	30819	KCNIP2	
416	80333	KCNIP4	
416	9622	KLK4	
416	9262	STK17B	
416	7035	TFPI	
417	8446	DUSP11	
417	23014	FBXO21	
417	5578	PRKCA	
417	5579	PRKCB	
417	5582	PRKCG	
